budget,genres,id,revenue,runtime,vote_average,vote_count,rating
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,2.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,3.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,3.5
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,2.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,4.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,3.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,3.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,4.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,3.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,3.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,3.5
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,4.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,5.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,4.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,2.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,5.0
98000000.0,Action,1408,10017322.0,119.0,5.7,137.0,3.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,2.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.5
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,2.5
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.5
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,2.5
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,5.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.5
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,5.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.5
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,2.5
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,5.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,2.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,5.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,5.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,1.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,4.5
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,5.0
52000000.0,Drama,524,116112375.0,178.0,7.8,1343.0,3.0
16500000.0,Drama,4584,135000000.0,136.0,7.2,364.0,5.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.5
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,5.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,5.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,5.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,1.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.5
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,2.5
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,2.5
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.5
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,2.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.5
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,2.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.5
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,2.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,2.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,2.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.5
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,1.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,1.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.5
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.5
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,4.0
4000000.0,Crime,5,4300000.0,98.0,6.5,539.0,3.0
30250000.0,Comedy,8012,115101622.0,105.0,6.4,305.0,5.0
30250000.0,Comedy,8012,115101622.0,105.0,6.4,305.0,4.0
30250000.0,Comedy,8012,115101622.0,105.0,6.4,305.0,4.5
30250000.0,Comedy,8012,115101622.0,105.0,6.4,305.0,4.0
3600000.0,Drama,451,49800000.0,112.0,7.1,365.0,3.0
3600000.0,Drama,451,49800000.0,112.0,7.1,365.0,4.0
3600000.0,Drama,451,49800000.0,112.0,7.1,365.0,4.0
3600000.0,Drama,451,49800000.0,112.0,7.1,365.0,1.0
3600000.0,Drama,451,49800000.0,112.0,7.1,365.0,3.0
3600000.0,Drama,451,49800000.0,112.0,7.1,365.0,4.0
3600000.0,Drama,451,49800000.0,112.0,7.1,365.0,5.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,5.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,2.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,2.5
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,5.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,0.5
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.5
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,2.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.5
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,5.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.5
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.5
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,5.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.5
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,2.5
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.5
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,5.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,5.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,5.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,2.5
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,4.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,5.0
18000000.0,Fantasy,902,1738611.0,108.0,7.6,308.0,3.0
29500000.0,Science Fiction,63,168840000.0,129.0,7.4,2470.0,3.0
29500000.0,Science Fiction,63,168840000.0,129.0,7.4,2470.0,0.5
29500000.0,Science Fiction,63,168840000.0,129.0,7.4,2470.0,4.0
29500000.0,Science Fiction,63,168840000.0,129.0,7.4,2470.0,3.5
29500000.0,Science Fiction,63,168840000.0,129.0,7.4,2470.0,4.0
29500000.0,Science Fiction,63,168840000.0,129.0,7.4,2470.0,2.0
11000000.0,Drama,687,39363635.0,122.0,7.3,350.0,3.0
11000000.0,Drama,687,39363635.0,122.0,7.3,350.0,3.0
20000000.0,Fantasy,577,21284514.0,106.0,6.7,177.0,3.0
20000000.0,Fantasy,577,21284514.0,106.0,6.7,177.0,1.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,1.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,4.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,1.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,1.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,1.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,1.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,4.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,4.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,1.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,0.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,4.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,1.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,4.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,1.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,4.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,4.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,4.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,1.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,2.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,4.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.5
0.0,Music,2054,106269971.0,137.0,6.9,115.0,4.0
0.0,Music,2054,106269971.0,137.0,6.9,115.0,3.0
0.0,Comedy,4482,0.0,95.0,6.0,43.0,4.0
0.0,Comedy,4482,0.0,95.0,6.0,43.0,3.0
0.0,Comedy,4482,0.0,95.0,6.0,43.0,2.0
0.0,Comedy,4482,0.0,95.0,6.0,43.0,1.0
19000000.0,Horror,755,25836616.0,108.0,6.9,1644.0,2.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,1.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,2.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,4.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,2.5
900000.0,Drama,880,0.0,102.0,7.2,26.0,1.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,3.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,2.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,0.5
900000.0,Drama,880,0.0,102.0,7.2,26.0,3.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,2.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,1.5
900000.0,Drama,880,0.0,102.0,7.2,26.0,1.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,4.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,2.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,2.5
900000.0,Drama,880,0.0,102.0,7.2,26.0,4.5
900000.0,Drama,880,0.0,102.0,7.2,26.0,3.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,1.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,3.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,4.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,4.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,2.5
900000.0,Drama,880,0.0,102.0,7.2,26.0,1.5
900000.0,Drama,880,0.0,102.0,7.2,26.0,2.0
900000.0,Drama,880,0.0,102.0,7.2,26.0,2.0
0.0,Drama,8447,0.0,118.0,6.3,17.0,1.0
8169363.0,Crime,2086,8175346.0,90.0,6.1,190.0,5.0
18000000.0,Drama,2045,0.0,106.0,5.3,22.0,3.0
18000000.0,Drama,2045,0.0,106.0,5.3,22.0,3.0
18000000.0,Drama,2045,0.0,106.0,5.3,22.0,3.0
18000000.0,Drama,2045,0.0,106.0,5.3,22.0,4.0
18000000.0,Drama,2045,0.0,106.0,5.3,22.0,4.0
24000000.0,Drama,688,182016617.0,135.0,7.3,397.0,3.0
24000000.0,Drama,688,182016617.0,135.0,7.3,397.0,1.0
24000000.0,Drama,688,182016617.0,135.0,7.3,397.0,2.5
24000000.0,Drama,688,182016617.0,135.0,7.3,397.0,2.0
24000000.0,Drama,688,182016617.0,135.0,7.3,397.0,4.0
24000000.0,Drama,688,182016617.0,135.0,7.3,397.0,2.0
24000000.0,Drama,688,182016617.0,135.0,7.3,397.0,3.0
24000000.0,Drama,688,182016617.0,135.0,7.3,397.0,2.0
24000000.0,Drama,688,182016617.0,135.0,7.3,397.0,2.0
24000000.0,Drama,688,182016617.0,135.0,7.3,397.0,3.0
1300000.0,Crime,103,28262574.0,114.0,8.1,2632.0,4.0
1300000.0,Crime,103,28262574.0,114.0,8.1,2632.0,4.0
1300000.0,Crime,103,28262574.0,114.0,8.1,2632.0,3.0
1300000.0,Crime,103,28262574.0,114.0,8.1,2632.0,5.0
7000000.0,Comedy,2074,14702438.0,92.0,6.3,66.0,4.0
17000000.0,Fantasy,27793,0.0,95.0,4.4,105.0,2.0
17000000.0,Fantasy,27793,0.0,95.0,4.4,105.0,1.5
52000000.0,Drama,568,355237933.0,140.0,7.3,1637.0,3.0
52000000.0,Drama,568,355237933.0,140.0,7.3,1637.0,4.0
100000000.0,Action,414,336529144.0,121.0,5.2,1529.0,3.0
100000000.0,Action,414,336529144.0,121.0,5.2,1529.0,3.0
100000000.0,Action,414,336529144.0,121.0,5.2,1529.0,3.0
100000000.0,Action,414,336529144.0,121.0,5.2,1529.0,1.5
100000000.0,Action,414,336529144.0,121.0,5.2,1529.0,2.0
100000000.0,Action,414,336529144.0,121.0,5.2,1529.0,2.0
100000000.0,Action,414,336529144.0,121.0,5.2,1529.0,3.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,3.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,5.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,2.5
0.0,Drama,1873,0.0,100.0,6.4,21.0,4.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,3.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,3.5
0.0,Drama,1873,0.0,100.0,6.4,21.0,5.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,5.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,3.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,3.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,4.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,3.0
0.0,Drama,1873,0.0,100.0,6.4,21.0,3.5
50000000.0,Fantasy,8839,287928194.0,100.0,6.0,1045.0,2.5
53000000.0,Action,8963,157387195.0,116.0,7.0,508.0,0.5
0.0,Documentary,26564,3174695.0,119.0,7.6,71.0,0.5
0.0,Documentary,26564,3174695.0,119.0,7.6,71.0,4.0
90000000.0,Action,1572,366101666.0,128.0,6.9,2094.0,4.5
90000000.0,Action,1572,366101666.0,128.0,6.9,2094.0,5.0
90000000.0,Action,1572,366101666.0,128.0,6.9,2094.0,3.0
0.0,Mystery,8973,0.0,119.0,5.9,87.0,3.5
0.0,Mystery,8973,0.0,119.0,5.9,87.0,4.0
0.0,Mystery,8973,0.0,119.0,5.9,87.0,4.5
0.0,Mystery,8973,0.0,119.0,5.9,87.0,3.5
0.0,Mystery,8973,0.0,119.0,5.9,87.0,3.5
0.0,Mystery,8973,0.0,119.0,5.9,87.0,4.0
0.0,Mystery,8973,0.0,119.0,5.9,87.0,4.5
0.0,Mystery,8973,0.0,119.0,5.9,87.0,4.0
22000000.0,Crime,1642,110627965.0,114.0,5.6,359.0,2.0
22000000.0,Crime,1642,110627965.0,114.0,5.6,359.0,3.0
22000000.0,Crime,1642,110627965.0,114.0,5.6,359.0,4.0
22000000.0,Crime,1642,110627965.0,114.0,5.6,359.0,0.5
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,3.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,4.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,4.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,5.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,3.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,5.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,1.5
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,5.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,3.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,4.5
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,5.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,5.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,3.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,3.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,4.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,4.0
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,3.5
42000000.0,Crime,281,7959291.0,145.0,6.8,334.0,4.0
60000000.0,Action,3512,104324083.0,100.0,5.6,217.0,3.0
60000000.0,Action,3512,104324083.0,100.0,5.6,217.0,5.0
60000000.0,Action,3512,104324083.0,100.0,5.6,217.0,4.0
60000000.0,Action,3512,104324083.0,100.0,5.6,217.0,4.0
60000000.0,Action,3512,104324083.0,100.0,5.6,217.0,5.0
